File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9
o1-01_gr_e01,B,1,0.21571949766871162,0.243546604601227,0.25,0.06479436920245399,0.09335384202453988,0.06414703539877298,0.23421769030674844,0.25,0.25
o1-01_gr_e02,B,1,0.2215860498159509,0.24953527680981596,0.25,0.04814448928571427,0.10391858386503067,0.10082355355828222,0.20494891950920247,0.25,0.25
o1-01_gr_e03,B,1,0.20121640263803678,0.24903136030674847,0.25,0.04589410787878789,0.0970906847239264,0.10540053134969327,0.24292777478527608,0.25,0.25
o1-04_gr_e04,B,1,0.12286640230158731,0.13964574404761904,0.1618337326984127,0.02817294097744357,0.03552806479999998,0.04768253375722541,0.11909411650793648,0.12791355158730155,0.16785976190476187
o1-04_gr_e05,B,1,0.1634045293650794,0.15348457642857144,0.1837245088888889,0.030464502774193557,0.038589752138364804,0.04839061169590645,0.15138159206349203,0.15005472579365078,0.19366348650793652
o1-04_gr_e06,B,1,0.1449288707936508,0.13348165722222227,0.1478933535714286,0.03474128246031746,0.032070423221476525,0.03916823919753087,0.12013682412698411,0.11330983309523808,0.17383636396825397
o1_gr_e01,A,0,0.04755383315068494,0.042756819745762724,0.1318399671232877,0.010965424250000015,0.04422319231481482,0.1270321887671233,0.029039229449541317,0.05341789182539684,0.08840826493150687
o1_gr_e02,A,0,0.023111345616438336,0.029058150540540516,0.11486382068493148,0.010328821124999985,0.0309472623232323,0.0867196101369863,0.03934750529914529,0.05056955462809917,0.07257701026315791
o1_gr_e03,A,0,0.01921049874999998,0.046740716692307685,0.08974624309523808,0.009954856455696187,0.02723817425531914,0.06328301126436778,0.024064287684210504,0.02719427560439559,0.0416139651190476
o1_gr_e04,A,0,0.017038134408602176,0.03628305298245618,0.07583338424657539,0.007765280540540559,0.01914011975903617,0.06235509365591398,0.019599087083333352,0.026346331084337364,0.04057782466666669
o1_gr_e05,A,0,0.015276258620689629,0.03053499599999997,0.07339702645569621,0.01816411205479449,0.02050899989010987,0.07753061095652174,0.028925730882352903,0.025431647745098013,0.05425131463157891
o1_gr_e06,A,0,0.023287904699999987,0.038921714132231416,0.09465681654867256,0.008615724936708842,0.01994516193181817,0.0777345728205128,0.0203366939772727,0.021511934186046494,0.035054368837209283
o1_gr_e07,A,0,0.012183464473684189,0.045395740495049484,0.08343096862499998,0.015741436027397242,0.052089086637168124,0.1078263535616438,0.024243098217821755,0.07138547613793103,0.16246844109589037
o1_gr_e08,A,0,0.08463448465753425,0.019558690266666665,0.03898004328947367,0.02169441356164383,0.028928329285714274,0.06055630382716048,0.025842613796296297,0.05529640188811189,0.08788448247191011
o1_gr_e09,A,0,0.044687902054794504,0.03399070917808218,0.034687342716049376,0.012149453013698616,0.027526745588235278,0.056611513522727266,0.02268880168224298,0.055853023108108094,0.08526445187499997
o1_gr_e10,A,0,0.027654898800000032,0.04396928339449543,0.10013476712328769,0.01095190500000002,0.045517229152542416,0.09898217013157898,0.017151856626506052,0.04525665990740745,0.100856507260274
o1_gr_e11,A,0,0.018410155454545475,0.050253639527559076,0.11727248397260275,0.012639818488372114,0.06758544916666673,0.18588927219178084,0.023843870500000017,0.06924479157142861,0.16880766999999997
o1_gr_e12,A,0,0.015437772151898739,0.03791987222222222,0.1300756595890411,0.009901153544303808,0.037998947818181826,0.10405475520547948,0.022618969468085115,0.03940157279661018,0.0716355195180723
o2-01_gr_e01,B,1,0.28,0.28,0.28,0.08786305408333336,0.17343501700000002,0.2193285029166667,0.26084541783333337,0.28,0.28
o2-01_gr_e02,B,1,0.28,0.28,0.28,0.06576855130434783,0.15290199000000002,0.2216886541666667,0.20397196325000005,0.28,0.28
o2-01_gr_e03,B,1,0.28,0.28,0.28,0.07798709175,0.19218827875000002,0.23149384716666668,0.28,0.28,0.28
o2-04_gr_e04,D,3,0.10551067263736259,0.12364974506410256,0.28,0.025396340629921257,0.10742167454022993,0.28,0.053778120434782604,0.09895526961240306,0.28
o2-04_gr_e05,D,3,0.14655398285714286,0.12197933530487813,0.28,0.027300997499999983,0.10864943703703706,0.28,0.05298311279999997,0.10845425410958898,0.28
o2-04_gr_e06,D,3,0.1417705102197802,0.12073080668874171,0.28,0.024514812075471685,0.10779803094736842,0.28,0.061426989565217395,0.11399731039106145,0.28
o2-07_gr_e07,B,1,0.08753144348484848,0.10811537257575755,0.11560401590909089,0.02328456777777778,0.036598262954545456,0.04710731212121211,0.07296954000000001,0.08641238424242424,0.09548343227272722
o2-07_gr_e08,B,1,0.09475723787878788,0.11575211833333336,0.10919406393939397,0.02711797438202249,0.03842288020408165,0.0464695093693694,0.09214763863636366,0.09865724424242427,0.09993130484848485
o2-07_gr_e09,B,1,0.11287502166666669,0.1292915278787879,0.11248644439393941,0.02947255333333334,0.03648464555555556,0.0547119483464567,0.10778617787878787,0.09219398121212122,0.09304489484848484
o2-10_gr_e10,B,1,0.041895935,0.05366525319148937,0.07531023630434781,0.015052590357142867,0.025326741451612917,0.03785175011764706,0.052214673999999996,0.06298247648148149,0.07610930021739133
o2-10_gr_e11,A,0,0.028246491956521746,0.043403734054054045,0.08997688282608696,0.010899149800000006,0.050130164938271625,0.10704553804347826,0.021490401666666676,0.05964288492957745,0.10496727608695652
o2-10_gr_e12,B,1,0.03710938660714284,0.05722877351851851,0.08783620826086955,0.011034876666666651,0.02360119328124999,0.03185639140625,0.03456458872727272,0.04923805749999996,0.06787901999999998
o2_gr_e01,C,2,0.10058887884615383,0.10451774046728972,0.2652178411538462,0.028130431470588198,0.06748867139534882,0.10466481445544552,0.2618206187179487,0.1463794887179487,0.09673439907216491
o2_gr_e02,C,2,0.11163040884615387,0.051032825959595955,0.1964750512820513,0.024928259743589753,0.055790770270270275,0.11115454011494252,0.28,0.2164377611538462,0.12749568141025638
o2_gr_e03,C,2,0.0728493770512821,0.09926235513274334,0.2686115026923077,0.024833290652173944,0.07277376640522877,0.11537933358695651,0.2689622798717949,0.17952112243589743,0.11972775197530869
o2_gr_e04,B,1,0.28,0.28,0.28,0.030607380384615405,0.07699948282051285,0.07627695717741936,0.28,0.28,0.2732541162820513
o2_gr_e05,B,1,0.28,0.28,0.27431034294871803,0.034758189576271165,0.07481340615384614,0.08404161059999994,0.11390555794871791,0.27611808846153846,0.28
o2_gr_e06,B,1,0.28,0.28,0.2781389343589744,0.03411692441666667,0.07382324371794872,0.06842928362637365,0.13322459012820514,0.27400832923076923,0.28
o2_gr_e07,B,1,0.2779704725641026,0.22804059884615385,0.10556965463414635,0.035830454358974376,0.06413167302325583,0.08174896543750006,0.28,0.24828083064102566,0.1959073203846154
o2_gr_e08,B,1,0.28,0.25972322974358975,0.09751341654761905,0.051426921923076914,0.057058808791208775,0.06836815678571426,0.2650902997435898,0.23429526410256413,0.16567739256410255
o2_gr_e09,B,1,0.28,0.28,0.09808264551282048,0.033613821025641005,0.05375945234567901,0.07424827854430373,0.2764767335897436,0.22818043935897436,0.16869943628205128
o2_gr_e10,C,2,0.04724662490740745,0.12211720048192772,0.24542492602564103,0.018821630632911413,0.061424847027027045,0.09975813824675331,0.28,0.28,0.23827258435897436
o2_gr_e11,C,2,0.05477152616822427,0.17127798794871796,0.2610570352564102,0.0172148643902439,0.05577231178217823,0.10060219158227846,0.28,0.28,0.2551085421794872
