o4_gr_e02,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e03,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e04,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e05,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e06,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e07,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e08,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e09,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e10,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e11,A,B,0,A,1,A,1,A,1,A,1,A,1
o4_gr_e12,A,B,0,A,1,A,1,A,1,A,1,A,1
o5-01_gr_e01,B,B1,0,C,0,B,1,B,1,B1,0,B1,0
o5-01_gr_e02,B,B,1,C,0,B,1,B,1,B1,0,B1,0
o5-01_gr_e03,B,B,1,B,1,B,1,B1,0,B1,0,B1,0
o5-04_gr_e04,D,D,1,D,1,D,1,D,1,D,1,D,1
o5-04_gr_e05,D,D2,0,D,1,D,1,D,1,D,1,D,1
o5-04_gr_e06,D,D,1,D,1,D,1,D,1,D,1,D,1
o5-07_gr_e07,B,B,1,A,0,A,0,B,1,B,1,B,1
o5-07_gr_e08,B,B,1,A,0,A,0,A,0,B,1,B,1
o5-07_gr_e09,B,B,1,A,0,A,0,B,1,B,1,B,1
o5-10_gr_e10,A,B,0,A,1,A,1,A,1,A,1,B,0
o5-10_gr_e11,A,B,0,A,1,A,1,A,1,A,1,A,1
o5-10_gr_e12,A,B,0,A,1,A,1,A,1,A,1,A,1
o5_gr_e01,B,B,1,A,0,B,1,B,1,B,1,B,1
o5_gr_e02,B,B,1,A,0,B,1,B,1,B,1,B,1
o5_gr_e03,B,B,1,A,0,B,1,B,1,B,1,B,1
o5_gr_e04,B,B,1,D,0,B1,0,B,1,B,1,B,1
o5_gr_e05,B,B,1,C,0,B1,0,B,1,B,1,B,1
o5_gr_e06,B,B,1,C,0,B1,0,B,1,B,1,B,1
o5_gr_e07,C,B1,0,A,0,B1,0,B,0,B,0,B,0
o5_gr_e08,B,B,1,A,0,B1,0,B,1,B,1,B,1
o5_gr_e09,B,B,1,A,0,B1,0,B,1,B,1,B,1
o5_gr_e10,B,B,1,A,0,B1,0,B,1,B,1,B,1
o5_gr_e11,B,B,1,A,0,B1,0,B,1,B,1,B,1
o5_gr_e12,C,B,0,A,0,B,0,B,0,B,0,B,0
Total,-,-,45.556,-,60,-,63.333,-,71.111,-,70,-,68.889
Success A,-,-,0,-,100,-,92.857,-,100,-,96.429,-,92.857
Success B,-,-,86.667,-,28.889,-,55.556,-,66.667,-,66.667,-,66.667
Success C,-,-,0,-,63.636,-,0,-,0,-,0,-,0
Success D,-,-,33.333,-,100,-,100,-,100,-,100,-,100
